id,tweet,sentiment,latitude,longitude,airline,timezone
1,"@united question:are there onboad 110 volt outlets in all planes? If so, where?",neutral,35.8056542,-78.786848,United,Amsterdam
1,"@united Why tell us flight is delayed, then tell us it's on time again with 20 min to spare? Don't say it's delayed unless you're sure!",negative,33.9411179,-118.3972405,United,Pacific Time (US & Canada)
1,@united After our unscheduled refueling stop and missing 2 connecting flights we r home n looking 4ward to our bed and a big PB&amp;J sandwich.,negative,41.98191311,-87.80888924,United,NA
1,@united I'm very frustrated and have wasted 2 days now due to your equipment failures.,negative,39.85862444,-104.6768992,United,Atlantic Time (Canada)
1,@united I appreciate your efforts getting me home!,positive,38.9470418,-77.4511456,United,Eastern Time (US & Canada)
1,@united UA63 from Madrid arrived no agent mass confusion we sent to and fro by 3 UA employees. MaryJo was rude and unhelpful.,negative,41.97758714,-87.91388554,United,NA
1,"@united despite shaky connections, looks like I'll get home tonight. Great job, @united - was touch and go for a while..",positive,38.9470207,-77.4511745,United,Eastern Time (US & Canada)
1,@united So you are inadequate by accident?,negative,40.68545235,-74.18374208,United,NA
1,"@united did you have seen my message today?? About a mcdonnell Douglas dc 10 model?? I will hear it if you read it, Goodnight now",neutral,51.3228181,5.3576138,United,NA
1,@united your helpful agents in Club helped.  I am just out baggage fees and a night of my life.stop doing business with @SilverAirways,negative,26.07324041,-80.14510971,United,NA
1,@united currently on board so not now. Check in was terrible. Staff rude. Expensive luggage thrown around etc.,negative,40.69943599,-74.17868875,United,London
1,@united should NOT sell tickets for @SilverAirways on http://t.co/onhXHCO6bK.  has terrible service and UA staff cannot reach Silver,negative,26.07694041,-80.13546475,United,NA
1,@united yes lots. You have terrible customer service at Newark and despite raising a complaint there we were ignored hence the tweet,negative,40.6992418,-74.17884798,United,London
1,@united of course I did. The bag should be here by now :( #frustrated,negative,28.62111274,-81.29294408,United,Eastern Time (US & Canada)
1,@united first time flying with United. Also last time. #terrible back to @VirginAtlantic for me. #branson #virginatlantic #UnitedAirlines,negative,40.69814396,-74.17906717,United,London
1,@united I used to be a committed #ContinentalAirlines flyer until merger. I remember now why I switched to @SouthwestAir #CommunicationFail,negative,39.85790482,-104.67039013,United,Central Time (US & Canada)
1,"@united I'm saying I made the flight but with poor/non-communication, unaccounted for lost time &amp; lots of frustrated flyers standing around",negative,39.85799572,-104.67056217,United,Central Time (US & Canada)
1,@united i think he actually did not like your screen  @campilley 😃😃😃,negative,51.72050559,8.72711201,United,Athens
1,@united That's real dedication &amp; concern. Your apologies don't fix the issue nor any of the miserable issues I've had over the past 6 mos.,negative,29.7420124,-95.5606921,United,America/Chicago
1,"@united Arriving 25 minutes early is nice, but not if equipment isn't ready. Waiting 30 minutes for luggage, so far. Time gains wiped out.",negative,40.6875448,-74.17714813,United,Eastern Time (US & Canada)
1,"@united Heads up We didn't check 8 bags, 2 we checked arrived, those aren't claim #s for our 2. Other people's bags? http://t.co/dplQ3mhQGD",negative,19.43493094,-99.18877967,United,NA
1,@united I did. The AC went on for about 20 minutes before returning to the Mojave Desert. #PressureCooker #HeatTrap,negative,29.7421541,-95.5600896,United,America/Chicago
1,"@united On a standby to Denver, which has been delayed, and a confirmed to Aspen, whose flights have been Cancelled Flighted all day. 0 confidence.",negative,41.97745295,-87.91025951,United,Eastern Time (US & Canada)
1,"@united I will do delayed baggage claim when I land. Hopefully the bag isn't broken into, damaged or lost w/c will result in more complaints",negative,41.97475934,-87.89040377,United,Stockholm
1,@united look at this beauty 😉 dc 10 united airlines 😉 http://t.co/MvYoizRPdE,positive,51.322819,5.3576218,United,NA
1,@united Thanks! I'll fill up the form as soon as I land. I don't like being duped so I hope you will appreciate my feedback &amp; will be better,negative,41.97474769,-87.89039148,United,Stockholm
1,"@united 2 Cancelled Flighted flights Late Flightr, agent claimed she put me on a new flight but then Cancelled Flighted it. Coworker got on flight- now delayed. Now?",negative,41.97758466,-87.91065356,United,Eastern Time (US & Canada)
1,"@united  18 flights so far this year. 13 delays including 2 Cancelled Flightations.  Late Flightst reason, crew needed mandatory sleep. IN MEXICO!",negative,29.98788997,-95.34470061,United,Pacific Time (US & Canada)
1,@united noooooooooooooooooooooope.,negative,45.52146907,-122.69810485,United,Central Time (US & Canada)
1,@united How do I formally complain about your customer service handler who misconnected me. I was denied boarding &amp; I now lost my bag. Help!,negative,41.97495038,-87.89005988,United,Stockholm
1,@united it won't help...been there done that.,negative,29.98877308,-95.33846478,United,Central Time (US & Canada)
1,"@united working with Lisa J at ORD. she's working hard for us, but this is still VERY disappointing. was on 634 to EWR.",negative,41.97883697,-87.90639116,United,NA
1,@united I've got a campus visit in an hour and I'm still wearing the same clothes...,neutral,45.67920767,-111.04847652,United,Eastern Time (US & Canada)
1,"@united they're not, actually. gate agent was so rude. now standing in a line waiting for reFlight Booking Problems. missed the only flight to STI. awful.",negative,41.97888728,-87.90617197,United,NA
1,@united funny I paid to check my bag and now flight 1086 is BEGGING folks to check bags for free 1 hour before flight. #notcool,negative,33.64323551,-84.44248239,United,Central Time (US & Canada)
1,@united sitting in the middle for the first time .. Hope it works out well,neutral,40.69450196,-74.1749219,United,NA
1,@united Maybe be hiring your own ground staff at LAX when multiple gate agents tell you your baggage is loaded you expect it to be. HOPELESS,negative,39.24541389,-106.88172648,United,Sydney
1,@united I am impressed with your super-fast reply to @CGJase,positive,20.0615871,110.18390431,United,Beijing
1,@united You are a F&amp;$KING joke. Your customer service is woeful. If your staff tell a passenger that they will do something do it!,negative,39.84911904,-104.67447584,United,Sydney
1,@united does asap mean two hours worth of delay and a return to the terminal to count the luggage a third time? #gottogetbetter,negative,36.08161548,-115.14959772,United,Central Time (US & Canada)
1,@united UA1469. Just landed.,neutral,27.9746606,-82.5320172,United,Atlantic Time (Canada)
1,@united compensate us for new clothes bet you won't,negative,45.67922537,-111.04823044,United,Eastern Time (US & Canada)
1,@united currently crying... I wanted to ski tomorrow but prolly not. Just a boy tryna fulfill his dreams,negative,45.67922693,-111.04839797,United,Eastern Time (US & Canada)
1,"@united I tried the online tracking and they said something like \""attempting to locate luggage\"",""negative",45.67925887,-111.04844481,United,Eastern Time (US & Canada),
1,@united your worker told us not to call because we'd be talking to someone in Thailand...,negative,45.67912434,-111.04847959,United,Eastern Time (US & Canada)
1,@united here we go again. 2 of 3 segments SFO--New York RT were delayed OVER 2 hrs each! Why do you suck so BAD!?!Maybe another line of bus?,negative,29.98378319,-95.33473143,United,NA
1,@united She is travelling from Melbourne (Australia ) to Bogota (Colombia) tomorrow,neutral,-38.0271635,145.2112317,United,NA
1,@united Hi.  My relative's Flight Booking Problems number is MY8YB4.  Her name is Clarita Jaramillo Mejia.  Thank you,neutral,-38.0269936,145.2110041,United,NA
1,@united not sure why the people in row 7 that paid for a premium seat can't use their overhead space... http://t.co/i9s86KiHge,negative,33.94077727,-118.39921036,United,Pacific Time (US & Canada)
1,@united is so cheap they couldn't afford to run the AC on #UA1510. They took pressure cooker to a new level. #Cheap #WorstAirline,negative,29.9866693,-95.3382794,United,America/Chicago
1,@united CDG-LAS 42 hours. And my luggage is in SFO. I've been wearing the same clothes for 42 hours. Thank you. #flythefriendlyskies,negative,36.08655568,-115.1394417,United,Paris
1,@united can Cancelled Flight my flight anytime if this is where they keep me for the night.. http://t.co/avRTOWTyzk,positive,41.92992293,-87.66944213,United,NA
1,@united Resolved. Over hour of work on  ground &amp; somehow the system reset itself during takeoff. I appreciate the quick response/service.,positive,41.97890473,-87.91027352,United,NA
1,"@united @jeffsmisek @RobertFor39 @Fioretti2ndWard @garcia4chicago  
FAA invest near miss on O'Hare runway last wk:http://t.co/jVJ73ZZa4A",neutral,41.9763291,-87.73856403,United,NA
1,@united look at this beauty 😉 dc-10 united airlines 😉 Hope you like this beauty 😉 http://t.co/NS1aCFqCdQ,positive,51.3228191,5.3576225,United,NA
1,@united now let there also pls be in-flight live TV on UA469 DEN-EWR so I can watch the #Oscars ??,negative,43.56768225,-116.22061173,United,NA
1,@united it was such a lovely part of this long day - attendants on UA5168 (most) /UA795 were beyond exceptional today. #GiveThoseLadiesRaise,positive,38.95201335,-77.44443882,United,Pacific Time (US & Canada)
1,@united thanks gate agent extraordinaire Seau Fong for helping me get re-booked out of Boise and (hopefully) home to NYC sometime tonight!,positive,43.56764134,-116.22089932,United,NA
1,"@united ... I want my bag off flight 1142, what do I do now?",negative,39.8586527,-104.6718518,United,NA
1,"@united, we've been waiting for over an hour for our luggage- what gives?",negative,40.69672337,-74.17710665,United,NA
1,@united is synonymous to with #rude. And #cheap. You really don't know how to value the customer,negative,47.4390828,-122.300713,United,America/Chicago
1,@united is the stingiest airline. Nobody should model after them. #PTFO #cheap #bastards #stingy,negative,47.4389994,-122.3010208,United,America/Chicago
1,@united so unhelpful... http://t.co/vBfIeo2qJC,negative,39.85861469,-104.67233425,United,Eastern Time (US & Canada)
1,@united there is a sector whereby it says $0 in both bags...no bag allowance at all in international flight?,neutral,-37.8536992,145.1106176,United,NA
1,"@united missing my amazing us bank work conference, not ok.  What do I do now?????",negative,39.8586566,-104.6718497,United,NA
1,"@united ... frozen lines on flight, not continuing due to 'passenger comfort'? Not ok, sat on the plane as long as a flight to Vegas would !",negative,39.8586593,-104.6718352,United,NA
1,"@United says we had a weather delay in #YXE this morning. The \""weather\"" didn't affect any other airline. #UA6136 http://t.co/4JdvK8tCqx",negative,39.85873319,-104.67372668,United,Saskatchewan
1,"@united I'm not sure how you can help. Your flight experience is terrible, planes are dirty and staff is rude. Start over perhaps?",negative,37.83520596,-122.25460611,United,Pacific Time (US & Canada)
1,@united Then you delete my return ticket to Europe and blame me for the now show? This airline is a joke. 3 times this happened now.3 times!,negative,29.98704632,-95.3378275,United,NA
1,"@united When my United flight arrives Late Flight and I'm told to re-book my connecting United flight, you characterize that as a \""no show\"",""negative",29.98707518,-95.33783524,United,NA,
1,@united flight 5903 stranded on Tarmac in Chicago. No gates available?! Plane getting very hot and uncomfortable.,negative,41.97862209,-87.91469774,United,Eastern Time (US & Canada)
1,@united will do. Just need to get CVG.... and my bag too. Thanks,positive,41.97456785,-87.90563774,United,Atlantic Time (Canada)
1,"@united just touched down in Miami - not too far off , Nicely done united 👍",positive,25.79104444,-80.27338351,United,Central Time (US & Canada)
1,@united who authors this fiction? I just heard on radio we don't even have a jetway secured yet #UA5037 #CMH http://t.co/T78k7aBtWF,negative,39.99829207,-82.88085401,United,Pacific Time (US & Canada)
1,@united you can't say the flight is pulled in and departs in 2 mins if boarding hasn't even started! http://t.co/2IKbP8gxWi,negative,39.99814659,-82.88058383,United,Pacific Time (US & Canada)
1,"@united the hotel you sent us to wouldnt take the voucher. Our flight was delayed, then Cancelled Flightled, then delayed again. 32 hours and counting",negative,38.94562938,-77.44400264,United,Paris
1,@united with about 25 people trying to get on flights,neutral,29.98872603,-95.3384666,United,Central Time (US & Canada)
1,@united they wouldn't let me on. Real nice of you! Just love your awesome service. And U have 2 people working this customer service line..,negative,29.98870677,-95.33845443,United,Central Time (US & Canada)
1,@united why don't you de-ice while the plane sits there with no one in it for 2 hours ?? Or we could just delay :/,negative,40.6941088,-74.17545854,United,Central Time (US & Canada)
1,"@united did your super computer 💩 ots pants? Lots of cranky people in line at CMH reFlight Booking Problems, delaying check-ins of on-time, direct flyers",negative,39.99806982,-82.88439575,United,Pacific Time (US & Canada)
1,"@united Seat 14A, Flight UA895",neutral,22.31355693,113.92636768,United,Pacific Time (US & Canada)
1,@united new 737 plane; wifi: not working. Entertainment: non existent. New Seats: seriously uncomfortable. Really? #unitedfail UA1550,negative,37.61980156,-122.38447633,United,Pacific Time (US & Canada)
1,@united - you sure missed the mark on tonight's redeye from LAX to Chicago. What a mess! You can do better!,negative,33.94171725,-118.39844033,United,Pacific Time (US & Canada)
1,@united I'm extremely disappointed w my service for this trip as a #United #MileagePlus Explorer Card holder.,negative,34.99254864,-80.92841859,United,Eastern Time (US & Canada)
1,@united such a relaxing space for a drink before my flight! (at @United Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk,positive,37.61829369,-122.39192247,United,Alaska
1,@united I see you coming to get me and @AggieMensGolf in Hawaii! #12thMan http://t.co/G8DKa3Edhf,neutral,21.32911863,-157.91749165,United,NA
1,@united we've been seating for 5hrs inside flight UA936 at #IAD delayed. We've only been offered water &amp; cookies in business class. #failed,negative,38.95801195,-77.44365722,United,NA
1,"@united your app says flight UA936 to #ZRH departed 2:45hrs Late Flight, but 5 hours Late Flightr we are still seating inside the plane in #IAD.  #failed",negative,38.93770157,-77.4551004,United,NA
1,@united why don't you ever print my known #traveler number on my ticket? Because of this I never get to use the #TSA prescreen I paid for,negative,37.61839686,-122.38751,United,Pacific Time (US & Canada)
1,@united boarding a #plane would be much faster if you boarded back to front instead of front to back #MakesSense #efficiency #travel #flying,negative,37.61926072,-122.38812564,United,Pacific Time (US & Canada)
1,"@united...lies lies lies....still sitting at the gate, have not moved an inch http://t.co/LulGnwEfFH",negative,38.95638224,-77.43898845,United,Pacific Time (US & Canada)
1,"@united Still do not have my bag, it's in the CLT airport. Was originally told I would have it by 2pm.",negative,35.07067492,-80.7899648,United,Eastern Time (US & Canada)
1,@united Flight has been delayed for another hour so only have 24 mins to transit at LAX... Extremely unlikely I will make it!,negative,43.60417384,-110.7362561,United,Sydney
1,@united congratulations united. Fail again. Sky at a gate with a plane full of people waiting on 2. Weather gets worse now we can't leave.,negative,39.85760174,-104.66669625,United,Pacific Time (US & Canada)
1,@united tonight you made this Fred Flintstone happy with an upgrade to 1st class. http://t.co/gKgKZLAwpR,positive,26.07294988,-80.14147128,United,Eastern Time (US & Canada)
1,@united No customer service rep could confirm where my bag was &amp; each gave me different info. Ruined 2 events I had today. #disappointed,negative,35.00096266,-80.87374938,United,Eastern Time (US & Canada)
1,"@united yes, after landing at 930pm last night. Spoke to 10 baggage claim customer service reps. Finally spoke to one amazing ticket agent.",negative,35.00595547,-80.89437239,United,Eastern Time (US & Canada)
1,@united thanks,positive,19.43010575,-99.18988829,United,Central Time (US & Canada)
1,@united A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?,negative,19.41622708,-99.16143525,United,Central Time (US & Canada)
1,@united No wonder the cabin is filthy. #badservice,negative,37.61782989,-122.39172299,United,Pacific Time (US & Canada)
1,"@united And then when we asked the stewardess to take the disinfectant wipe as trash she said, \""not with my hands!\"" #badservice",negative,37.61761896,-122.39164663,United,Pacific Time (US & Canada)
1,@united that's a crazy long form! You need something other than a video?,negative,40.72476892,-74.09204213,United,Central Time (US & Canada)
1,@united I hope not to see the same issue on my return flight tomorrow,negative,18.47066766,-68.40014139,United,Eastern Time (US & Canada)
1,@united stuck in DC trying to get to Denver. The engine shut down twice on us at the terminal. Got any available flights for me?,negative,38.94291482,-77.44870496,United,NA
1,@united already DM you my concern. Pls check.,neutral,31.27777976,121.59340615,United,Pacific Time (US & Canada)
1,@united Worst customer non-service for sure!,negative,33.84438223,-116.5516582,United,NA
1,@united Worst airline ever?,negative,33.84445776,-116.55139365,United,NA
1,"@united Your new mileage policy is awful. Before, I might have paid slightly more for United because of miles. Now there's no difference.",negative,40.73074756,-73.95248962,United,Eastern Time (US & Canada)
1,@united 14 hours after landing in #ATL &amp; I still do not have my bags...which means no clothes or makeup!!! #UnitedAirlines #nothappy,negative,33.89611413,-84.33113356,United,Eastern Time (US & Canada)
1,@united Why do I still not have my bags? They arrived @10AM &amp;website says they're still at the airport..2 1/2 hours Late Flightr???!! #nothappy,negative,33.89638659,-84.33108377,United,Eastern Time (US & Canada)
1,@united Extremely disappointed in #Flight6831. United left crew and pssgrs stranded in rain @ gate with no cover. Left Psngrs 2 depart plane,negative,25.08347991,-77.3225763,United,Central Time (US & Canada)
1,@united  no thanks,neutral,42.3613256,-71.0167387,United,Quito
1,@united Very impressed so far. An app that's worth a damn and sms updates on my flight.,positive,39.74529398,-104.99225976,United,Mountain Time (US & Canada)
1,@united his cell phone record needs to be checked to see who did conversed with. I trust the FAA can handle this better.,negative,18.47240961,-68.39941149,United,Eastern Time (US & Canada)
1,@united have you inspected the picture? routine aircraft check while on his cell phone? What will the FAA &amp; NYT say ? http://t.co/bNgpli8JT6,negative,18.4729405,-68.39820768,United,Eastern Time (US & Canada)
1,@united while busy on his cell phone ???,negative,18.47233225,-68.39941165,United,Eastern Time (US & Canada)
1,@united First Officer of UA 1514 checking our 757 prior to departure from EWR yesterday while on his cell. Safety ??? http://t.co/1TFH2v0a7z,neutral,18.4710809,-68.39995916,United,Eastern Time (US & Canada)
1,@united i booked lh via ua.  However at gate they rebooked me to a Late Flightr lh flight.  Now that flight didnt earn pqd for me.  How do i get it,negative,43.59688282,-72.96820686,United,NA
1,@united I already follow you. One of you 800-number agents rebooked me. Went from a 777 to an a320. Ugh.,negative,29.81532281,-95.40830048,United,Central Time (US & Canada)
1,@united provide a voucher for one of my customers and I will tweet about you all day long #earnedmybusiness,positive,41.9413787,-87.8932425,United,Central Time (US & Canada)
1,@united stellar customer service. You have earned my business by your attention to detail.,positive,41.9808176,-87.9063373,United,Central Time (US & Canada)
1,@united service by staff was great as usual. Cleanliness and smells a bit much. I'll be back. #satisfied traveler,positive,41.9809313,-87.9063148,United,Central Time (US & Canada)
1,@united no. U guys suck. I'll never fly with u again. And ur supervisors suck too.,negative,33.99585652,-117.35791469,United,Pacific Time (US & Canada)
1,@united They held the plane! Made it!!,positive,33.94238375,-118.39906416,United,Eastern Time (US & Canada)
1,"@united ok, have sent u info via DM. I appreciate your help and consideration. 😊",positive,41.86591706,-87.6231238,United,Central Time (US & Canada)
1,@united I had planned to book additional flights tonight but after 1 1/2 hrs working on one trip I'm worn out! #EnoughIsEnough,negative,41.86590405,-87.62282728,United,Central Time (US & Canada)
1,@united your system is down and after being on hold for over 20 mins -Mia tells me she is going to charge a Flight Booking Problems fee?! Customer service?,negative,41.86589387,-87.62303178,United,Central Time (US & Canada)
1,@united On last flight of the day no less. I am now driving 4 hours to Aspen thru a snowstorm Thx to your teams lack of customer empathy,negative,39.77848558,-104.90007634,United,Eastern Time (US & Canada)
1,@united Yes there were PLENTY of seats available.  So why did Vicky Thomas refuse to give one to a million mile flyer?,negative,39.77390684,-104.84537303,United,Eastern Time (US & Canada)
1,@united Also your at-gate monitor showed 23 empty seats,negative,39.83426941,-104.69960636,United,Eastern Time (US & Canada)
1,@united That is not what your reservations desk just told me.  They said there were plenty of seats,negative,39.83426941,-104.69960636,United,Eastern Time (US & Canada)
1,"@united very exasperating I'm having a difficult time with Flight Booking Problems as the error message says you're undergoing maintenance. Really, now?",negative,41.86591215,-87.6231126,United,Central Time (US & Canada)
1,@united no I did not make connection.  Your stellar employee Vicky Thomas refused to board me even though 23 empty seats on plane,negative,39.84913886,-104.67403666,United,Eastern Time (US & Canada)
1,@united it most certainly was not.,negative,40.71857786,-73.99426076,United,Mountain Time (US & Canada)
1,@united when a 2 hour flight turns into a 3:30 ordeal...sigh,negative,29.98498519,-95.3338971,United,Atlantic Time (Canada)
1,@united Then why did your staff refuse to let ME on the earlier flight citing my having checked a bag?!?!,negative,40.71518191,-73.99595593,United,Mountain Time (US & Canada)
1,@united Yes I needed plenty of assistance but received none.,negative,38.26810946,-82.12153441,United,Alaska
1,@united you suck. @SouthwestAir you're the best.,positive,37.61476852,-122.40521688,United,Arizona
